onglet,ligne,libelle,categorie_proposee,nature_proposee,premiere_formule_cellule,formule_observee,onglets_references,erreurs_litterales,nombre_formules,statut
CPC SAZ,102,frs ets,À QUALIFIER,En-tête ou autre,D102,=+D31,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,103,c a r,À QUALIFIER,En-tête ou autre,D103,=+D32,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,104,log,À QUALIFIER,En-tête ou autre,D104,=+D33,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,105,imbl,À QUALIFIER,En-tête ou autre,D105,=+D34,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,106,mat transp,À QUALIFIER,En-tête ou autre,D106,=+D35,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,107,aut mat,À QUALIFIER,En-tête ou autre,D107,=+D36,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,108,mat inf,À QUALIFIER,En-tête ou autre,D108,=+D37,,,108,À valider métier ; formule non reprise automatiquement
CPC SAZ,109,Dotations sur créances intermédiaires,À QUALIFIER,En-tête ou autre,D109,=+D38,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,110,Impôts et Taxes,À QUALIFIER,En-tête ou autre,D110,=+D39,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,111,Autres Charges,À QUALIFIER,En-tête ou autre,D111,=+D40,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,112,Frais généraux,À QUALIFIER,En-tête ou autre,D112,=SUM(E112:J112),,,156,À valider métier ; formule non reprise automatiquement
CPC SAZ,113,(sans libellé),À QUALIFIER,En-tête ou autre,L113,=+F113-E113,,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,114,Résultat technique net,IDENTITÉ COMPTABLE,Calcul,D114,=+D78+D86+D90+D112,,,143,À valider métier ; formule non reprise automatiquement
CPC SAZ,115,(sans libellé),À QUALIFIER,En-tête ou autre,M115,=+(I115-#REF!),REF,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,116,Ratios Nets,TAUX × BASE,Ratio,D116,=-ABS(D85/D78),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,117,S/P de l'exercice,TAUX × BASE,Ratio,D117,=-D82/D78,,,118,À valider métier ; formule non reprise automatiquement
CPC SAZ,118,S/P global,TAUX × BASE,Ratio,D118,=-D86/D78,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,119,taux commissions,TAUX × BASE,Ratio,D119,=-D90/D78,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,120,taux Frais généraux,TAUX × BASE,Ratio,D120,=-D112/D78,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,121,Ratio combiné,TAUX × BASE,Ratio,D121,=SUM(D118:D120),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,122,(sans libellé),À QUALIFIER,En-tête ou autre,M122,=+(I122-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,123,(sans libellé),À QUALIFIER,En-tête ou autre,E123,=Direct!E12/Direct!K12,Direct,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,124,Produits Financiers,À QUALIFIER,En-tête ou autre,D124,=SUM(D125:D129),,,125,À valider métier ; formule non reprise automatiquement
CPC SAZ,125,REV IMB,À QUALIFIER,En-tête ou autre,D125,=SUM(E125:J125),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,126,prdt cession immo,À QUALIFIER,En-tête ou autre,D126,=SUM(E126:J126),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,127,revenu actions,À QUALIFIER,En-tête ou autre,D127,=SUM(E127:J127),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,128,revenu obligation,À QUALIFIER,En-tête ou autre,D128,=SUM(E128:J128),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,129,TRESO & EQUIV,À QUALIFIER,En-tête ou autre,D129,=SUM(E129:J129),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,130,frais de gestion des placement,À QUALIFIER,En-tête ou autre,D130,=SUM(E130:J130),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,131,vnc des actifs cedées,À QUALIFIER,En-tête ou autre,D131,=SUM(E131:J131),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,132,dot déprec autres placmt fin,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D132,=SUM(E132:J132),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,133,amort imble placement,À QUALIFIER,En-tête ou autre,D133,=SUM(E133:J133),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,134,Charges financières,À QUALIFIER,En-tête ou autre,D134,=SUM(D130:D133),,,114,À valider métier ; formule non reprise automatiquement
CPC SAZ,135,Résultat financier net,IDENTITÉ COMPTABLE,Calcul,D135,=SUM(E135:J135),,,143,À valider métier ; formule non reprise automatiquement
CPC SAZ,136,(sans libellé),À QUALIFIER,En-tête ou autre,M136,=+(I136-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,137,Autres produits opératinnelles,À QUALIFIER,En-tête ou autre,D137,=SUM(E137:J137),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,139,Autres  charges opérationnels,TAUX × BASE,Ratio,D139,=SUM(E139:J139),,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,140,Provision fiscale,VARIABLE ACTUARIELLE,Stock ou mouvement,D140,=SUM(E140:J140),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,141,charges HE,À QUALIFIER,En-tête ou autre,D141,=SUM(E141:J141),,,101,À valider métier ; formule non reprise automatiquement
CPC SAZ,142,Produit HE,À QUALIFIER,En-tête ou autre,M142,=+(I142-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,143,Résultat non technique net,IDENTITÉ COMPTABLE,Calcul,D143,=SUM(E143:J143),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,144,Impôt sur les sociétés,À QUALIFIER,En-tête ou autre,D144,=SUM(E144:J144),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,145,(sans libellé),À QUALIFIER,En-tête ou autre,M145,=+(I145-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,146,Résultat Net Après Impôt,IDENTITÉ COMPTABLE,Calcul,D146,=+D114+D135+D143+D144,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,147,(sans libellé),À QUALIFIER,En-tête ou autre,E147,=+E148/$D$148,,,72,À valider métier ; formule non reprise automatiquement
CPC SAZ,148,RESULTAT D'EXPLOITATION,À QUALIFIER,En-tête ou autre,D148,=SUM(E148:J148),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,149,"2,2% CHIFFRS D'AFFAIRES",À QUALIFIER,En-tête ou autre,D149,=SUM(E149:J149),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,150,33% RESULTAT AVANT IMPOT,À QUALIFIER,En-tête ou autre,D150,=SUM(E150:J150),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,155,(sans libellé),À QUALIFIER,En-tête ou autre,BD155,=BG146-AF146,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ,156,(sans libellé),À QUALIFIER,En-tête ou autre,M156,=196+80+72+50+33+100+265+93,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,157,(sans libellé),À QUALIFIER,En-tête ou autre,M157,=+M155-M156,,,13,À valider métier ; formule non reprise automatiquement
CPC SAZ,159,(sans libellé),À QUALIFIER,En-tête ou autre,D159,=D146*(1+5%),,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ,160,(sans libellé),À QUALIFIER,En-tête ou autre,K160,"=+MAX(K157,K158)",,,191,À valider métier ; formule non reprise automatiquement
CPC SAZ,161,(sans libellé),À QUALIFIER,En-tête ou autre,Q161,=820+179,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,162,(sans libellé),À QUALIFIER,En-tête ou autre,O162,=35-17,,,24,À valider métier ; formule non reprise automatiquement
CPC SAZ,164,(sans libellé),À QUALIFIER,En-tête ou autre,M164,=+(143-197)/197,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,166,(sans libellé),À QUALIFIER,En-tête ou autre,F166,=D67/1980571164,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ,167,(sans libellé),À QUALIFIER,En-tête ou autre,F167,=(D67-1980571164)/1980571164,,,33,À valider métier ; formule non reprise automatiquement
CPC SAZ,168,(sans libellé),À QUALIFIER,En-tête ou autre,O168,=+O167/736341,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,169,(sans libellé),À QUALIFIER,En-tête ou autre,Q169,=655/1.1925,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,172,(sans libellé),À QUALIFIER,En-tête ou autre,O172,=966-170+251-597+352,,,24,À valider métier ; formule non reprise automatiquement
CPC SAZ,174,(sans libellé),À QUALIFIER,En-tête ou autre,M174,=80-56,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,175,(sans libellé),À QUALIFIER,En-tête ou autre,M175,=789-116+251-587+352,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,178,(sans libellé),À QUALIFIER,En-tête ou autre,M178,=515+242-363,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,195,(sans libellé),À QUALIFIER,En-tête ou autre,M195,=3.17*3,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,203,(sans libellé),À QUALIFIER,En-tête ou autre,M203,=25-13,,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ,211,(sans libellé),À QUALIFIER,En-tête ou autre,M211,=265*6/12,,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,212,(sans libellé),À QUALIFIER,En-tête ou autre,M212,=-221*6/12,,,23,À valider métier ; formule non reprise automatiquement
